Date_Time;Lake Elevation
2019-06-24T14:00:00.0;2726.52
2019-06-24T14:10:00.0;2726.53
2019-06-24T14:20:00.0;2726.53
2019-06-24T14:30:00.0;2726.54
2019-06-24T14:40:00.0;2726.54
2019-06-24T14:50:00.0;2726.54
2019-06-24T15:00:00.0;2726.55
2019-06-24T15:10:00.0;2726.56
2019-06-24T15:20:00.0;2726.56
2019-06-24T15:30:00.0;2726.57
2019-06-24T15:40:00.0;2726.58
2019-06-24T15:50:00.0;2726.58
2019-06-24T16:00:00.0;2726.59
2019-06-24T16:10:00.0;2726.6
2019-06-24T16:20:00.0;2726.6
2019-06-24T16:30:00.0;2726.61
2019-06-24T16:40:00.0;2726.62
2019-06-24T16:50:00.0;2726.62
2019-06-24T17:00:00.0;2726.63
2019-06-24T17:10:00.0;2726.64
2019-06-24T17:20:00.0;2726.65
2019-06-24T17:30:00.0;2726.66
2019-06-24T17:40:00.0;2726.66
2019-06-24T17:50:00.0;2726.67
2019-06-24T18:00:00.0;2726.68
2019-06-24T18:10:00.0;2726.69
2019-06-24T18:20:00.0;2726.7
2019-06-24T18:30:00.0;2726.71
2019-06-24T18:40:00.0;2726.71
2019-06-24T18:50:00.0;2726.72
2019-06-24T19:00:00.0;2726.73
2019-06-24T19:10:00.0;2726.74
2019-06-24T19:20:00.0;2726.74
2019-06-24T19:30:00.0;2726.75
2019-06-24T19:40:00.0;2726.76
2019-06-24T19:50:00.0;2726.77
2019-06-24T20:00:00.0;2726.77
2019-06-24T20:10:00.0;2726.78
2019-06-24T20:20:00.0;2726.78
2019-06-24T20:30:00.0;2726.79
2019-06-24T20:40:00.0;2726.8
2019-06-24T20:50:00.0;2726.81
2019-06-24T21:00:00.0;2726.81
2019-06-24T21:10:00.0;2726.82
2019-06-24T21:20:00.0;2726.82
2019-06-24T21:30:00.0;2726.82
2019-06-24T21:40:00.0;2726.83
2019-06-24T21:50:00.0;2726.83
2019-06-24T22:00:00.0;2726.83
2019-06-24T22:10:00.0;2726.84
2019-06-24T22:20:00.0;2726.84
2019-06-24T22:30:00.0;2726.84
2019-06-24T22:40:00.0;2726.84
2019-06-24T22:50:00.0;2726.84
2019-06-24T23:00:00.0;2726.85
2019-06-24T23:10:00.0;2726.85
2019-06-24T23:20:00.0;2726.85
2019-06-24T23:30:00.0;2726.85
2019-06-24T23:40:00.0;2726.85
2019-06-24T23:50:00.0;2726.86
2019-06-25T00:00:00.0;2726.86
2019-06-25T00:10:00.0;2726.86
2019-06-25T00:20:00.0;2726.85
2019-06-25T00:30:00.0;2726.85
2019-06-25T00:40:00.0;2726.85
2019-06-25T00:50:00.0;2726.85
2019-06-25T01:00:00.0;2726.85
2019-06-25T01:10:00.0;2726.85
2019-06-25T01:20:00.0;2726.84
2019-06-25T01:30:00.0;2726.84
2019-06-25T01:40:00.0;2726.84
2019-06-25T01:50:00.0;2726.84
2019-06-25T02:00:00.0;2726.84
2019-06-25T02:10:00.0;2726.84
2019-06-25T02:20:00.0;2726.84
2019-06-25T02:30:00.0;2726.84
2019-06-25T02:40:00.0;2726.84
2019-06-25T02:50:00.0;2726.84
2019-06-25T03:00:00.0;2726.84
2019-06-25T03:10:00.0;2726.84
2019-06-25T03:20:00.0;2726.84
2019-06-25T03:30:00.0;2726.84
